chanel_name,yt_url,subscribers,check_date,released_date,is_posted_in_date_range,shorts_name,description,likes,views,short_url,thumbnail_link
ToyMart TV,https://www.youtube.com/channel/UCbWPYsyJX1-7uvfOw3LkLqw,4810000,24-08-2024,Jun 11 2024,No,Go Go Paw Patrol Sea Patrol~! Defeat The Shark Pirate #shorts,"Go Go Paw Patrol Sea Patrol~! Defeat The Shark Pirate
Click To Subscribe~♥ 👉 https://goo.gl/2W8uny 👈

#toy #toys #ToyMartTV",62,"3,092",https://www.youtube.com/shorts/ryaEzhzBRQY,https://i.ytimg.com/vi/ryaEzhzBRQY/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLA-txDMJ9ChU-VGPcW_9rwDUWHErg
대생 Daesaeng,https://www.youtube.com/channel/UChE5nZAIhWS5vYTRjsUgRpQ,3540000,24-08-2024,Oct 28 2023,No,Try not to laugh 🤣🤣#57,"#shorts #reaction #memes 

This is laugh you lose, you laugh you lose, try not to laugh, if you laugh you lose, try not to laugh challenge, try not to laugh impossible, funny, funny vines, funny fails, funny videos, funny moments, funny videos, funny videos , tiktok, funny memes, laugh, memes, meme, dank memes, memes compilation, best memes, funny tiktoks, tiktok memes, tik tok, challenge, dont laugh, dont laugh challenge, laugh challenge, try not to smile, clean memes, shorts, the meme sheep, best fails",32K,"590,682",https://www.youtube.com/shorts/Ydi6LtRfcTs,https://i.ytimg.com/vi/Ydi6LtRfcTs/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLByhpUgNA0kWzqzpBbk2gMLHwXF9A
서은이야기[SeoeunStory],https://www.youtube.com/channel/UCVihezVtsguXEouYvtKmKYA,9260000,24-08-2024,Jun 22 2024,No,강아지 그네,강아지 그네,1K,"55,148",https://www.youtube.com/shorts/vy4dyyUFLis,https://i.ytimg.com/vi/vy4dyyUFLis/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLBkI4eJjEN67Xc6iUR3vUZlFeHRtQ
ARTBEAT,https://www.youtube.com/channel/UCgZlBRLRB1-0l-qL9BkecLQ,4590000,24-08-2024,Aug 20 2024,No,She's New Woman~💋💃🏻 #세영 #Seyoung #LISAxNewWoman #제작비지원,She's New Woman~💋💃🏻 #세영 #Seyoung #LISAxNewWoman #제작비지원,10K,"88,037",https://www.youtube.com/shorts/5aUSIl2YKQk,https://i.ytimg.com/vi/5aUSIl2YKQk/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLBfYtHXf2ICE73MRELwoG0orIuj0g
1theK Originals - 원더케이 오리지널,https://www.youtube.com/channel/UCqq-ovGE01ErlXakPihhKDA,2390000,24-08-2024,Aug 22 2024,No,릴황 립싱크 논란 | 아마도 노래 중 | Maybe Singing | NMIXX | 엔믹스 | 별별별 | See that?,"릴황 립싱크 논란 | 아마도 노래 중 | Maybe Singing | NMIXX | 엔믹스 | 별별별 | See that?

#아마도노래중#Maybe_Singing#엔믹스#NMIXX#릴리#LILY#별별별#Seethat#New1theKOriginal#1theK#원더케이#원더케이오리지널

K-POP Wonderland, 1theK
K-POP의 모든 즐거움이 여기에,
다양한 원더케이 오리지널 컨텐츠를 만나보세요!

K-POP Wonderland, 1theK
All the joys of K-pop here!
1theK has a wide variety of Original Content

▶1theK YouTube https://www.youtube.com/1theK
▶1theK Originals YouTube  https://www.youtube.com/1theKOriginals 
...more",1.8K,"32,234",https://www.youtube.com/shorts/ryw1sI81SoY,https://i.ytimg.com/vi/ryw1sI81SoY/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLDBe4pB4kcMwTBuFeMDsKZVs2VT7w
주둥이방송 쇼츠,https://www.youtube.com/channel/UCOkr541W3GBtVwLP0aNpJbw,452000,24-08-2024,Aug 22 2024,No,'그거' 하는 중에 친오빠한테 걸린 후기 ㄷㄷ,"#공감 #고민 #상담

본채널 : https://www.youtube.com/c/주둥이방송
다시보기: https://www.youtube.com/channel/UCPgdEXfS-uIXE9epibVydnQ

주둥이방송 본인이 운영하는 채널임",16K,"525,640",https://www.youtube.com/shorts/Yz_epfPyD1U,https://i.ytimg.com/vi/Yz_epfPyD1U/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLC9kFEvZM93ic7RjA_qA3gXvIoW_Q
LG Uplus,https://www.youtube.com/channel/UCp3BSINVC7Ggj4kChEUiy7Q,682000,24-08-2024,Aug 22 2024,No,느리다고 해서 세상에 적응하지 못하는건 아니더라구요,"#lguplus#axcompany#AI#ixi#boostus#부스터스#growthleadingaxcompany

✅ LG유플러스 공식유튜브 구독하기: https://bit.ly/3w6LvO7",1,18,https://www.youtube.com/shorts/vu3esfukGVc,https://i.ytimg.com/vi/vu3esfukGVc/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLBA2iiWJNPimCUZJzEvImzeB5gxGg
KT - 케이티,https://www.youtube.com/channel/UCgiZEPih0eqntG8G7R1_qyw,465000,24-08-2024,Aug 09 2024,No,물 맞을수록 살아나는 한살차이의 열정?,"여름에 야구장 직관..그거 사랑이다? 🥵
여름 야구장은 힘들다?🥺
Y워터페스티벌에서는 아 니! 🙂‍↔️
Y워터페스티벌의 시원한 워터캐논만 있다면
‼️‼️열정0%에서 1000%‼️

한살차이(@hansal__)가 직접 인증했습니다
텐션 UP!하러 Y워터페스티벌 가보자구요💘💦

#Y워터페스티벌 #ktwiz #야구 #워터페스티벌
#여름 #축제 #한살차이 #KT #shorts",4.9K,"481,193",https://www.youtube.com/shorts/aL3K9GoSfcM,https://i.ytimg.com/vi/aL3K9GoSfcM/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLCGt-7JrL2yuqUTo1Vz1c6XMO9OSQ
KBS 다큐,https://www.youtube.com/channel/UC4LW3sOslC14Vn5bcoNUBkg,2250000,24-08-2024,Aug 23 2024,No,"[한국인의 밥상] 맛, 스며들다🍴 돼지고기주물럭🥩 | KBS 방송","[한국인의 밥상] 맛, 스며들다🍴 돼지고기주물럭🥩

#요리 #향토음식 #음식다큐멘터리 #요리법 #미식 #음식 #맛칼럼 #요리레시피 #다큐 #KBS #한국인의밥상 #최불암 #한식 #레시피 #정성 #손길 #지혜 #역사 #과거 #전통 #정통 #한과 #식혜 #다시마 #KoreanCuisineandDining 

그 지역에 가면 그 음식이 있다! 왜 그럴까?지리적 환경에 사람들의 숨결과 지혜가 어우러져 역사가 되고 문화로 응축된 것이 바로 그 지역의 대표음식! 대표음식들의 숨겨진 이야기와 역사, 그리고 음식문화 등을 아름다운 영상과 깊이 있는 취재를 통해 매주 한편의 푸드멘터리로 꾸며냅니다.

--------------------------------------------------------
   ▶ Homepage : https://www.kbs.co.kr/
   ▶ Wavve : https://www.wavve.com/
   ▶ Youtube : https://www.youtube.com/KBSDocumentary
--------------------------------------------------------",27,"2,267",https://www.youtube.com/shorts/84N0IQMnr5M,https://i.ytimg.com/vi/84N0IQMnr5M/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLBlI2XmGhzZHB-zqInJRH7Ygh6LdA
waveya 2011,https://www.youtube.com/channel/UCmR-oFhgGGe-dCRiDg2ysLw,3700000,24-08-2024,Aug 23 2024,No,#Wait 🔥Waveya 아침까지 춤을 출거야 #Hyolyn #dancechallenge #shorts #kpop #dancecover #waitchallenge,"Subscribe for exclusive content from waveya:   https://patreon.com/waveya  💖💖💖
웨이브야 페트리온💗서포트 해주시면 독점 공개  미공개 영상들을 볼 수 있어요",1.2K,"10,775",https://www.youtube.com/shorts/Q-bc44mPXl0,https://i.ytimg.com/vi/Q-bc44mPXl0/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLBjuQfyu1gSI8TiHouQyDchVlqibQ
버섯도리,https://www.youtube.com/channel/UCYhUJGAH6HhOUJokzRupkpQ,1070000,24-08-2024,Aug 21 2024,No,누가 스크라이크 칠까?,누가 스크라이크 칠까?,1K,"39,506",https://www.youtube.com/shorts/99JTZvwhm4k,https://i.ytimg.com/vi/99JTZvwhm4k/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLBi1k_Stugi4iqrawhLsEpz7kXt_A
티캐스트 tcast,https://www.youtube.com/channel/UC8_wgZy23gjTNVQeyfwl92g,1310000,24-08-2024,Aug 23 2024,No,[#너에게나를보낸다] 가위에 눌렸던 현영에게 나타난 원빈급 잘생긴 귀신...?! #Shorts,"#너에게나를보낸다 #신동엽 정은표 #앤디 #써니 #하재숙 #황재근 #김동현

귀신아 보고 싶다...💗 무섭기엔 너무도 잘생겼던 귀신

📺[E채널] 채널 번호 👉 지니TV 48번 | Btv 49번 | U+tv 76번 | Skylife 44번
📺[E LIKE] 채널 번호 👉 Btv 110번 | U+tv 92번

💗[티캐스트] 인스타그램 👉 @tcast.official
💝[E채널] 인스타그램 👉 @echannel_tcast

※ 출연자에 대한 무분별한 비방 및 욕설은 무통보 삭제 처리됩니다. 시청자 여러분의 양해 바랍니다.",51,"9,345",https://www.youtube.com/shorts/lteOMNSf024,https://i.ytimg.com/vi/lteOMNSf024/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLDlBsTXYK9MNCJFpPNF9ynec4O78A
Mera,https://www.youtube.com/channel/UCwS6H7jX50ldmB_IHxECvKw,1490000,24-08-2024,Aug 22 2024,No,시구 입장 및 멘트 아이린 | 240821,"240821_kbo 프로야구 LG트윈스 vs SSG랜더스 @잠실야구장
영상편집 및 재업로드 금지 (DO NOT EDIT, RE-UPLOAD this video)",85,"1,456",https://www.youtube.com/shorts/cX9KekEYW9A,https://i.ytimg.com/vi/cX9KekEYW9A/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLAAHdmit8KR-yJiOQO_rW5HVa_1bg
요올리Yoli,https://www.youtube.com/channel/UCHW84cp8kDx9RGOJBtf9PUQ,3150000,24-08-2024,Aug 22 2024,No,"DIY Inside Out ""Anger❤️😡"" Squishy with nano tape #shorts","#shorts#satisfying#Squishy

DIY Inside Out ""Anger❤️😡"" Squishy with nano tape #shorts",543,"21,566",https://www.youtube.com/shorts/IWJq2kheRc4,https://i.ytimg.com/vi/IWJq2kheRc4/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLCdx8lKlwjed-Y7b4OrXsJ1CzrTSQ
채널주인 부재중,https://www.youtube.com/channel/UC5Ida86tt8QKa4Myw7idxNg,1150000,24-08-2024,Aug 08 2024,No,지금 아니면 두 번 다시 못 보는 가격..,"채널에 가입하여 혜택을 누려보세요.
https://www.youtube.com/channel/UC5Ida86tt8QKa4Myw7idxNg/join

영상에 나오는 상품이 궁금하다면??🧐👉🏻https://yo-go.co.kr

-Instagram (기동,Official)
https://www.instagram.com/kj_93/
https://www.instagram.com/hotdog_tv_/",170,"13,641",https://www.youtube.com/shorts/R9vhLZ-8Fr8,https://i.ytimg.com/vi/R9vhLZ-8Fr8/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLDfnCFuHMhck_NxJX_foSMtyMCVDA
꾹TV(Kkuk TV),https://www.youtube.com/channel/UCbuks6fmwRefCTGg9aNwgeQ,1820000,24-08-2024,Aug 05 2024,No,맨인블랙 비트박스 가능?,#maninblack #beatbox,568,"14,755",https://www.youtube.com/shorts/9w26hYeyKN4,https://i.ytimg.com/vi/9w26hYeyKN4/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLCq_M4VpvsM2ScAQQZDKBwml6EBgA
놀면 뭐하니?,https://www.youtube.com/channel/UCx6jsZ02B4K3SECUrkgPyzg,1450000,24-08-2024,Aug 21 2024,No,[놀면 뭐하니?] 고자극 이우석 양궁,"#놀면뭐하니 #shorts #놀뭐 #유재석 #양궁대표팀 #이우석

★★★More 'Hangout with Yoo' clips are available★★★

iMBC
http://www.imbc.com/broad/tv/ent/hangoutwithyoo/vod/

WAVVE
https://www.wavve.com/player/vod?programid=M_1004711100000100000&page=1",675,"71,340",https://www.youtube.com/shorts/fNldG2dNC-w,https://i.ytimg.com/vi/fNldG2dNC-w/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLDtfBsYe5U6zHvM8ZSJ9VMqjBK01Q
DRAMA Voyage,https://www.youtube.com/channel/UCKuwp52MjSk-zeFRpchSheg,853000,24-08-2024,Aug 18 2024,No,공사 하지마 #shorts,"정신줄 놓아버린 엄마의
소름 돋는 한 마디ㄷㄷ

#괴물 #신하균 #여진구

[JTBC 드라마봐야지] 구독하기☞ https://bit.ly/4erbkQd
------------------------------------------------------
📌 영상 속 프로그램은?

【괴물｜Beyond evil】 -9화
http://tv.jtbc.joins.com/beyondevil
------------------------------------------------------",96,"9,674",https://www.youtube.com/shorts/oKykSlFwRes,https://i.ytimg.com/vi/oKykSlFwRes/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLDrKBRUp_fIJwd53TLZqUzuCuGX5w
신의한수,https://www.youtube.com/channel/UCgOLQwRv1r2m9mhE1tfsn3Q,1500000,24-08-2024,Aug 19 2024,No,"김세의, 윤석열 욕설 난리났다!","김세의, 윤석열 욕설 난리났다!",907,"23,237",https://www.youtube.com/shorts/HXHacT99rg4,https://i.ytimg.com/vi/HXHacT99rg4/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLDVJ1JbC0PDvbEo-t6TrMchwvbEOg
TVCHOSUN JOY,https://www.youtube.com/channel/UCYeeEwH_s9yD9HQe4e2JuBw,1500000,24-08-2024,Aug 23 2024,No,[JOY #Shorts] 이거이거 일 안하고 연애했네 #아빠하고나하고,[JOY #Shorts] 이거이거 일 안하고 연애했네 #아빠하고나하고,67,"7,832",https://www.youtube.com/shorts/THWY-rjuP4o,https://i.ytimg.com/vi/THWY-rjuP4o/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLDUOMhJuwUXEm1-wZiW3kdDgXH76g
KBS 교양,https://www.youtube.com/channel/UCHlSeJxRIXZWMARC2oMwmcQ,1490000,24-08-2024,Aug 22 2024,No,멋지면 무조건 형! #장민호 #장성규 #2장1절 | KBS 20240821 방송,"멋지면 오늘부터 무조건 형! #장민호 #장성규 #2장1절 | KBS 20240821 방송 

#슈퍼카 #자동차정비소 #광주 #장민호 #장성규 #2장1절 #금영노래방 #금영엔터테인먼트 

✔ 따뜻한 감동, 알찬 정보 KBS 교양 공식 채널 
✔ 인간극장, 아침마당, 이웃집찰스, 2TV생생정보 등 KBS 대표 콘텐츠가 한 곳에 📺📲 
✔ KBS교양 구독하기 ➡️ http://www.youtube.com/@KBSLife
Copyright  ⓒ KBS. All rights reserved. 무단전재, 재배포 및 이용(AI 학습 포함) 금지 

📢 영상 방송 시점에 따라 현 상황과 내용이 다소 다를 수 있습니다
📢 비방 및 악성 댓글은 출연자 보호를 위해 운영자가 삭제할 수 있습니다",480,"6,941",https://www.youtube.com/shorts/xMAPHmwBtgI,https://i.ytimg.com/vi/xMAPHmwBtgI/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLBWhGMeIIrC4vQOlzj-5sVq0_NQpA
STAYC,https://www.youtube.com/channel/UCod5V2dpnpJLklGvVOv5FcQ,1740000,24-08-2024,Aug 22 2024,No,🍎🍏 #STAYC #스테이씨 #Sumin #수민 #ISA #아이사,"🍎🍏

#STAYC #스테이씨 
#Sumin #수민 
#ISA #아이사",3.8K,"23,513",https://www.youtube.com/shorts/8I9-bBW9t00,https://i.ytimg.com/vi/8I9-bBW9t00/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLDmBLb5cYYi4S-xAGsIdxSx_-iABA
레알예능 스브스,https://www.youtube.com/channel/UCy-swBYpRZx7KW11FStjTgw,772000,24-08-2024,Aug 21 2024,No,[#화제의1분] 제 삶이잖아요... #shorts,"#화제의1분 #돌싱포맨 #매주화요일본방사수
Ep.149
#신발벗고돌싱포맨 #shorts #탁재훈 #임원희 #이상민 #김준호 #서정희 #서동주 #최여진
☞ 매주 화요일 오후 09:00",137,"20,280",https://www.youtube.com/shorts/Npz_sOIAB5w,https://i.ytimg.com/vi/Npz_sOIAB5w/oar2.jpg?sqp=-oaymwEdCPMCENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLDeZJE1n1oh7Jr-hugDejFOGEU7_w
HITEJINRO,https://www.youtube.com/channel/UCmvqXRPTfMgkKF3MFWylMqQ,125000,24-08-2024,Aug 19 2024,No,더블 힙팩트 시리즈 [켈리x밀리의 서재_밀리에서 채우고 켈리를 비우다],"나의 라이프스타일을
더 힙하게 채우는 방법, 책맥 🍺x📖

밀리의 서재에서 채우고
켈리를 비우면, 이게 바로 힐링🧡

내 일상이 힙해지는 만남, 더블 힙팩트⚡",7,203,https://www.youtube.com/shorts/WEUQ_4rTGsI,https://i.ytimg.com/vi/WEUQ_4rTGsI/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLBI2JcdYiptWiTYcJZij_WvEh9grQ
코너Korner,https://www.youtube.com/channel/UCYACixxri8vQLQ6BSriQehw,1170000,24-08-2024,Aug 16 2024,No,대놓고 카메라 : 궁둥짝 갈기기ㅋㅋㅋㅋㅋ,대놓고 카메라 : 궁둥짝 갈기기ㅋㅋㅋㅋㅋ,2.5K,"70,111",https://www.youtube.com/shorts/4soWWohe-SA,https://i.ytimg.com/vi/4soWWohe-SA/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLCJGKwKWM9ZuFRIX3aNzNDughJDQg
TAEYEON Official,https://www.youtube.com/channel/UCFPI8MI3zmzTlV4W-oSy-Ig,812000,24-08-2024,Aug 20 2024,No,#즤뤄 야 생일축하한다🎂#젤탄절 #제로 #zero #태연 #TAEYEON #소녀시대 #GirlsGeneration #shorts,#즤뤄 야 생일축하한다🎂#젤탄절 #제로 #zero #태연 #TAEYEON #소녀시대 #GirlsGeneration #shorts,1.6K,"7,545",https://www.youtube.com/shorts/XLiHOPcAiV0,https://i.ytimg.com/vi/XLiHOPcAiV0/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLDTKR5Mvw5RQwSFufrJPLmN1q4WSw
NS남순,https://www.youtube.com/channel/UC3W3kEmrLrRfec2qNrE6w4A,835000,24-08-2024,Mar 16 2024,No,오랜만에 여동생이 놀러왔는데.. 이뻐졌다?,"#남순 #러아

- 본 채널에는 생방송  송출 시 배너 광고를 포함하고 있습니다.
- 분란을 조장하는 댓글은 예고 없이 삭제 될 수 있음을 알려드립니다.

[ NS link ]
- 유튜브 관련문의 : roy3296@naver.com
- 풀영상 다시보기 : https://bit.ly/3kLjrvf
- 아프리카 생방송 : https://www.afreecatv.com/wnnw
- 남순 인스타크램 :https://www.instagram.com/wnnw2
- 대표 메일 문의 : vm222@naver.com",609,"51,615",https://www.youtube.com/shorts/bp2F7YIbfjw,https://i.ytimg.com/vi/bp2F7YIbfjw/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLAjJ-iQMrHy4s5UeH-W-AW5A1O2tg
우와소 Wowcow,https://www.youtube.com/channel/UCIf9MAsbvtXYBxRDhcqr4VQ,613000,24-08-2024,Jul 31 2024,No,범상치 않은 함박이의 태동 영상,범상치 않은 함박이의 태동 영상,4.9K,"150,225",https://www.youtube.com/shorts/ovSVa_9dO0s,https://i.ytimg.com/vi/ovSVa_9dO0s/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLCrJGUDV9fTlf2_kINBo0hN-7Zuqw
KBS 같이삽시다,https://www.youtube.com/channel/UCp3Vy7dFjIheDLbMekpdMQw,1580000,24-08-2024,Aug 02 2024,No,1350개의 역대급 김장 스케일#shorts,1350개의 역대급 김장 스케일#shorts,175,"14,709",https://www.youtube.com/shorts/wAwQEmyCf3Y,https://i.ytimg.com/vi/wAwQEmyCf3Y/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLATF0aEoSTXp9Vkd3IhfNdmNTeZXg
Red Pajama Yaco,https://www.youtube.com/channel/UCWhiqHa4dVohOTSUQwK-l2g,1090000,24-08-2024,Aug 22 2024,No,세계로 가!,"#shorts #유머 #아시겠죠?
야코 스튜디오
빨간내복야코, 십제곱, 은개, 재킴, 하푸, 최탱, 취소, 두부여자, 김말리, 려무, 교승인, 서진, 양배추릅

본 채널의 음악들은 직접 작곡/작사/편곡된 곡들로 모든 저작권은 빨간내복야코에게 있으며, 무단으로 사용을 금지합니다.

야코 페이스북 https://www.facebook.com/yacotop1
야코 인스타그램 https://www.instagram.com/redpajamayaco/",19K,"332,480",https://www.youtube.com/shorts/Vf7FJGhRsGs,https://i.ytimg.com/vi/Vf7FJGhRsGs/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLAiN6NYEYUYELlsvh2moo6BxZEauw
보라미TV BoramiTV,https://www.youtube.com/channel/UCtluW96Vp3Z7tzvU1orf3Vw,2680000,24-08-2024,Jun 23 2024,No,aespa 에스파 ‘Armageddon’,aespa 에스파 ‘Armageddon’,N/A,"3,947",https://www.youtube.com/shorts/mWxC3mdWeu0,https://i.ytimg.com/vi/mWxC3mdWeu0/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLAHjqYMConFZEqfwUXinL7ii-go5g
잔망루피 ZANMANG LOOPY,https://www.youtube.com/channel/UChIgH6NybaNC_mkp4-gbX3A,2170000,24-08-2024,Aug 22 2024,No,희한허다~ #잔망루피 #Shorts ‪@ralral‬,"#잔망루피 #쇼츠 #shorts 

📍잔망루피 트위터 https://twitter.com/ZM_Loopy
📍잔망루피 틱톡 https://www.tiktok.com/@zanmangloopyofficial
📍잔망루피 인스타그램 https://www.instagram.com/zanmang_loopy/
📍잔망루피 굿즈스토어 https://smartstore.naver.com/zanmangloopy
© ICONIX/ OCON/ EBS / SKbroadband",752,"16,556",https://www.youtube.com/shorts/8P6OUzoGR_U,https://i.ytimg.com/vi/8P6OUzoGR_U/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLBTd3_DGrXCfwl-gCFEQi5cdfoX4g
MLD ENTERTAINMENT,https://www.youtube.com/channel/UC62GnXAfqgm8Fcn_i9kiuqw,2260000,24-08-2024,Jul 24 2024,No,"New:ID ""GHOST"" Challenge #1👻 🔜 2024.07.25. 12AM (PHT) #New_ID #뉴이드 #GHOST","New:ID ""GHOST"" Challenge #1👻 🔜 2024.07.25. 12AM (PHT) #New_ID #뉴이드 #GHOST",513,"3,521",https://www.youtube.com/shorts/Zv6GLW7AoKo,https://i.ytimg.com/vi/Zv6GLW7AoKo/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLCkPawdFbfdstY313xejEErSUGvrQ
베리의 헬로토이 Berry's Hellotoy,https://www.youtube.com/channel/UCMMRxhOov9iB3TI2SgDsbfw,661000,24-08-2024,Aug 12 2024,No,춤추는 카봇 첨봐유?👀,춤추는 카봇 첨봐유?👀,N/A,"18,976",https://www.youtube.com/shorts/qdDQiCuEvWY,https://i.ytimg.com/vi/qdDQiCuEvWY/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLACnJHmyKbHsHl4hWJ1GJaBMMFvdw
내셔널지오그래픽 - National Geographic Korea,https://www.youtube.com/channel/UCPECLB_-7T4WukChKqhjv8g,1850000,24-08-2024,Aug 21 2024,No,(냇지오) 수요일엔 귀여운 걸 보자,"혹등고래의 갓 태어난 새끼는 몸길이가 4.5m입니다. 
짧게는 만 1년 동안 엄마 고래와 함께하다가 독립한다고 하네요. 


[[익스트림 애니멀 베이비(Extreme Animal Babies)] 더 많은 영상은 내셔널지오그래픽 유튜브에서 확인하세요


디즈니+에서 더 많은 영상 확인하기: https://www.disneyplus.com/ko-kr 
내셔널지오그래픽 유튜브 구독하기:  http://bit.ly/NGCKorea  
내셔널지오그래픽 인스타그램: http://www.instagram.com/natgeokorea  
내셔널지오그래픽 홈페이지: http://www.natgeokorea.com",151,"4,881",https://www.youtube.com/shorts/HnykCRdObU8,https://i.ytimg.com/vi/HnykCRdObU8/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLDh54xYTdHYUSZJVadbMx2FL_oSNA
마이린 TV,https://www.youtube.com/channel/UCNzn4cWu4ygeWTxXfP4ufug,1070000,24-08-2024,Mar 28 2024,No,"고등학교 첫 등교날 아침, 셔틀버스를 놓쳤다 #그땐그랬지 #지금은고3","고등학교 첫 등교날 아침, 셔틀버스를 놓쳤다 #그땐그랬지 #지금은고3",508,"21,218",https://www.youtube.com/shorts/zUHYASg8rhU,https://i.ytimg.com/vi/zUHYASg8rhU/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLDv0O7BN6sQCQ8Fgw2kzb1fXNV4wg
하이틴에이저 Hi-teenager,https://www.youtube.com/channel/UCtCgJ6RAwOHQK15FitaLgoQ,3300000,24-08-2024,Aug 22 2024,No,우리 집인데...?,#shorts,538,"18,253",https://www.youtube.com/shorts/p2IC80ynfCc,https://i.ytimg.com/vi/p2IC80ynfCc/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLBjHrm_F8xfA4OmABFgL4nwDvEs5A
